address,availability,bathroom,bedrooms,date_listed,date_update,furnished,gender,link,parking,pet,price,smoking,text,title,type_,user,views
johnson street,21/01/2020,1 Bathroom,2 Bedrooms,5 hours ago,5 hours ago,No,,https://www.gumtree.com.au/s-ad/hawthorn/property-for-rent/2-bedroom-apartment-excellent-location/1235067958,Off Street,No,$500,No,"Two bedroom apartment for rent, great location. Walking distance to everything including glenferrie station, supermarkets, gyms etc. Three parking spots in total. One on premises and two street parking permit.,$500 PW",2 bedroom apartment excellent location,Apartment & Unit,"Pratik,Gummie since, ,2012","10, , views"
St Kilda VIC,02/12/2019,1 Bathroom,1 Bedroom,5 hours ago,5 hours ago,Yes,,https://www.gumtree.com.au/s-ad/st-kilda/property-for-rent/fully-furnished-one-bedroom-apartment-short-term-ok/1235068330,Off Street,No,$400,No,"Fully Furnished One bedroom Apartment,Can sleep 2-3 persons,Would suit working backpackers or Students,Polished floors,Washing machine and dryer,Bedding can be changed for 2 singles or a queen bed,Rent is $400 per week,Bond is 2 weeks rent,Phone: ******** 688",Fully Furnished one bedroom Apartment - Short term ok,Apartment & Unit,"Pat,Gummie since, ,2008","14, , views"
Northcote,01/01/2020,,,5 hours ago,5 hours ago,,,https://www.gumtree.com.au/s-ad/northcote/property-for-rent/beautiful-and-spacious-northcote-warehouse-home-for-6-month-sublease/1235068737,,,$650,,"This open plan warehouse provides an ideal space to live and work from. Located just one street back from High Street on Northcote Hill, the warehouse has a modern kitchen complete with 4 x gas burner and gas oven, a large bathroom with bathtub, concrete floors, pendant lighting, freestanding fireplace and dual air conditioners.,Currently occupied by a professional photographer, this space has ample room to live and work from and is perfect for a creative single or couple.,One of my favourite aspects of living here is the community of the street. Everyone is very friendly and approachable, with Friday afternoon beers on the street with many of the neighbours being a regular occurrence in the warmer months. The neighbours consist of Architects, Furniture Makers, Bakers, Art Gallery Workers, Synth Musicians and teachers.,I am travelling for 6 months doing volunteer work in the fields of whale and marine life conservation and underwater photography. I will return to take back over the warehouse once these travels are finished.,The home has played host to both cats and dogs in the past.,A brand new fridge and washing machine will be included for use.,The property can come completely unfurnished, or partially furnished. An itemised list of what is included and photographs of condition will be included if this option is taken, and must be signed off on by the renter as many of the pieces are one-off/unique pieces that cannot be replaced at a regular store.,It is available for 6 months only, from the start of 2020 until the end of June.,Rent is a weekly amount of $650.,The front door is large enough to comfortably ride in motorcycles/scooters for safe internal storage.,There is a small rear courtyard approx 1.6m x 6m.,There is a small front room used primarily for storage however you could use it as a bedroom if desired.,There is no parking time limit on the street, no permit required/issued.,Rental references and ID and proof of income/savings sufficient for the six month period will need to be provided.,Approximate bills for 2 x people living/working in this space were:,Unlimited ADSL 2 internet - $69 per month,Water - $180 per quarter,Electricity $80 - $150p/m,Gas Hot Water/Cooking - $80 per month,Total: $40 - 80 per week depending on personal usage.",Beautiful and Spacious Northcote Warehouse Home For 6 Month Sublease,,"Janaka Rodrigue,Gummie since, ,2017","20, , views"
"Glenferrie Rd, Hawthorn",01/12/2019,1 Bathroom,1 Bedroom,5 hours ago,5 hours ago,Yes,,https://www.gumtree.com.au/s-ad/hawthorn/property-for-rent/fully-furnished-1-bedroom-apartment-for-students-with-air-con-/1235069223,None,,$290,,"Closely situated to Swinburne University! Walking distance to the train either at Glenferrie or Hawthorn stations and a quick walk to the local shops in minutes, or Melbourne City centre in approximately twenty minutes.,This 1 bedroom furnished apartment comes with intercom security entrance, a single bed, full kitchen with gas cooking, reverse cycle air-con/heating, microwave and fridge, cutlery and crockery, clean white bathroom, study desk and chair, and colour television.,Access to internet usage at very affordable rates.,This building also includes a communal laundry on the ground floor near the car park.,Gas is included in the rent. Electricity and water usage is not included in the rent.,These apartments lease quickly so please submit your application.,To book an inspection please email us at adm******@******.au or call our office at Barry and Matthew Iles on******3580",Fully furnished 1 bedroom apartment for students with air con.,Apartment & Unit,"Arden,Gummie since, ,2014","29, , views"
Caulfield North VIC,02/12/2019,1 Bathroom,3 Bedrooms,5 hours ago,5 hours ago,,,https://www.gumtree.com.au/s-ad/caulfield-north/property-for-rent/huge-mansion-apartment-2-or-3-bedroom/1235069197,,,$475,,"This huge mansion-style apartment is located in a perfect Caulfield North position and features beautifully polished floorboards. It also comprised of 2 bedrooms, an entrance hall, lounge with gas heating, separate dining room or 3rd bedroom, kitchen with gas cooking, brand new washing machine and dryer, as well as a lockup garage.,This apartment screams grandeur and has a size with a classical design. On top of all this, it is located at the deep in the block. Serenity and peacefulness could be yours!,Next inspection 5/12/19 5.30pm-5.45pm and 7/12/19 11.30 am - 11.45 am",HUGE MANSION APARTMENT - 2 OR 3 BEDROOM,Apartment & Unit,"Alex Jarrel,Gummie since, ,2019","15, , views"
"Hales crescent , Jacana 3047",07/12/2019,1 Bathroom,1 Bedroom,5 hours ago,5 hours ago,,,https://www.gumtree.com.au/s-ad/glenroy/property-for-rent/accommodation-in-jacana-3047/1235069998,,No,$230,No,One bedroom unit for rent in Jacana near Broadmeadow railway station,Accommodation in Jacana 3047,,"soni,Gummie since, ,2014","11, , views"
Ordnance Reserve,24/12/2019,2 Bathrooms,1 Bedroom,5 hours ago,5 hours ago,No,,https://www.gumtree.com.au/s-ad/maribyrnong/property-for-rent/art-deco-warehouse-style-apartment-maribyrnong/1235070148,Off Street,,$400,,"Art Deco style one bedroom apartment over two floors located in a prime location in one of Maribyrnong’s 1940s Art Deco buildings. With high ceiling and warehouse style, the owner builder has restored the original jarrah floors in this beautiful apartment.,Comprising the first floor with large open plan entertaining lounge, dining, kitchen area and seperate bathroom with spa bath. Downstairs the large basement with windows has been converted to a very large bedroom with walk-in wardrobe, en-suite and study area.,Features include allocated car space, 2 bathrooms, balcony, reverse cycle air conditioner, kitchen with stonebench tops and dishwasher, Miele gas hot plate and oven, built in vacuum, and huge walk in wardrobe.,Prime location walking distance to public transport and Highpoint shopping centre. Contact Alex to arrange an inspection.",Art Deco Warehouse Style Apartment Maribyrnong,,"Alex,Gummie since, ,2010","9, , views"
"45 Dromana Avenue, Bentleigh East VIC",02/12/2019,2 Bathrooms,3 Bedrooms,5 hours ago,5 hours ago,No,,https://www.gumtree.com.au/s-ad/bentleigh-east/property-for-rent/house-for-rent/1235071959,Covered,No,"$2,513",No,"Villa Sitting in privacy behind a high fence it has hardwood flooring, a living room with A/C and an archway through to the open meals area and kitchen with breakfast bar and integrated dishwasher. A paved outdoor area (with shed) at one side of the house becomes a a pleasant decked area with artificial grass at the rear and additional off street parking. Doors open out to the deck from another relaxing living area beyond which is a bedroom and skylit ensuite.",House for Rent,Townhouse & Villa,"Raj,Gummie since, ,2012","13, , views"
North Melbourne VIC,02/12/2019,1 Bathroom,Studio or Bachelor Pad,5 hours ago,5 hours ago,Yes,,https://www.gumtree.com.au/s-ad/north-melbourne/property-for-rent/fully-furnished-studio-apartment-for-rent-at-north-melbourne/1235071605,None,No,$300,No,"North Melbourne fully furnished studio apartment located at Arden Street.,This apartment has security entrance. It is only a few minutes walk to Melbourne University, RMIT, Queen Victoria Market, all major hospitals and a short walk to shopping precincts and public transport (tram 57, 55 and 59) to CBD.,This studio apartment comprises of a double bed, 32"" Digital TV with remote control, study desk and computer chair, dining table and chair. Kitchen comes with cordless kettle, microwave, toaster, rice cooker and fridge. You also get your own private bathroom.,Rent is $300/week for 12 months lease or $320/week for 6 months lease,Price includes gas and water usage only.,Please free feel to contact me to arrange a time for an inspection.,AVAILABLE NOW",FULLY FURNISHED STUDIO APARTMENT FOR RENT AT NORTH MELBOURNE,Apartment & Unit,"Jul,Gummie since, ,2012","18, , views"
Deer Park VIC,02/12/2019,1 Bathroom,2 Bedrooms,5 hours ago,5 hours ago,No,,https://www.gumtree.com.au/s-ad/deer-park/property-for-rent/2-bedroom-unit-for-rent-deer-park/1235070435,LUG,No,$345,No,"17 TRINACRIA COURTDeer Park Vic 3023,Location & Convenience,Positioned within in of the finest pockets of Deer Park, and enhanced by an abundance of natural light, space and a superb layout, stands this low maintenance villa unit.,Featuring;,• 2 spacious bedrooms both with BIR,• Open plan living and dining area,• Modern kitchen with stainless steel appliances,• Central bathroom and Separate laundry,• Gas heating and Air-conditioning unit,• Single lock-up garage as well as one private off-street parking space,• Private rear courtyard with direct access to garage,This is low maintenance at its finest. Located within walking distance to schools, public transport and the Brimbank Shopping Plaza.,General Features,•	Property Type:Villa,•	Bedrooms: 2,•	Bathrooms: 1,•	Bond:$1,495,•	Land Size:150 m² (approx),Indoor Features,•	Toilets: 1,•	Air Conditioning & Heating,•	Alarm,Outdoor Features,•	Secure Parking,•	Garage Spaces:1,•	Open Car Spaces:1,Other Features,•	Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport,$345 per week / $1495 per month $1,495 Bond,*** Please contact Frank on ******** 415 ***",2 BEDROOM UNIT FOR RENT - DEER PARK,Apartment & Unit,"Adriana,4, ,ads,Gummie since, ,2012","23, , views"
Reservoir VIC,,,,18 hours ago,18 hours ago,,,https://www.gumtree.com.au/s-ad/reservoir/property-for-rent/one-bedroom-available-at-reservoir-/1235047476,,,"$1,300",,"We are easy going and friendly couple. Happy to share one bedroom in our two bedroom house. Hardly 5 min walk from Ruthven station and 10 min to Reservoir station.,Near to Coles and all other amenities.,Single girl, couple or two girls welcome.,Prefer Indian community but other are welcome too.",One bedroom available at Reservoir.,,"Anonymous,Gummie since, ,2017","19, , views"
"38 Mt Alexander Rd, Travancore VIC",24/01/2020,1 Bathroom,2 Bedrooms,18 hours ago,18 hours ago,No,,https://www.gumtree.com.au/s-ad/travancore/property-for-rent/2-bedroom-apartment-lease-transfer/1235046629,Covered,No,"$1,782",No,"Moving to Queensland so looking for someone to take over the lease.,Lease transfer : Apartment available from 24th January.,Lease ends 24th February - applicant will be first considered for extending the lease (options for 6 or 12 months).,Rent is 1782 $ per month, same amount for the bond.,Secure covered parking and intercom on entrance!,Amazing 2 bedroom apartment, with 3-doors-built-in-robes in both rooms. Perfect location (57 & 59 tram lines just 15 min. to Melbourne Central Station). Tram and train station just at your doorstep. Stunning sunset view from the balcony.,Apartment comes unfurnished, however, there is option for you to buy the furniture (all of it is bought 4 months ago), and everything comes with a warranty!!!,For more details message or call Antonio 04 16 06 05 09 / Alex 04 05 97 97 07,Inspection upon request.",2 Bedroom Apartment Lease Transfer,Apartment & Unit,"Antonio,Gummie since, ,2019","25, , views"
"2 Garden Avenue, East Melbourne VIC",03/12/2019,1 Bathroom,1 Bedroom,18 hours ago,18 hours ago,Yes,,https://www.gumtree.com.au/s-ad/east-melbourne/property-for-rent/one-bedroom-apartment-in-east-melbourne/1229940034,Street,No,$600,Yes,"Welcome to your home away from home. Ideally suited to single professionals or couples working away from home or holidaying in Melbourne. I'm looking for someone to take the property from now until the start of January.,*Please note the rent is $600 weekly.,This fully furnished one bedroom apartment is very cosy and will feel like home from the moment you step inside. It features a very comfortable Queen size bed, leather couch and 55 inch LED TV in the living room, large dining room table that can double as a workspace, bathroom which is separate from the bedroom (not an ensuite) including a bath, wardrobe and tallboy with ample storage space for clothing and a fully stocked kitchen with everything you need to cook, you'll just need to BYO ingredients.,The apartment is on the top floor of a 3-story art deco building conveniently and centrally located in East Melbourne. Bridge Road in Richmond is a stone's throw away, and the 15-minute walk to the CBD is via the beautiful Fitzroy gardens. You can also take the tram from the closest stop 100 meters from the front door, or walk 5 minutes to Jolimont train station. Alternatively if you drive, there is plenty of on street parking, you'll just need to use the permit provided to avoid receiving fines.,Bills are Included in the rent, including electricity and unlimited Internet. The TV comes with a chrome cast so you can stream Netflix (provided you have a subscription) or YouTube etc.,It wouldn't be Melbourne without some great little cafes and bars close by, and this place is no exception. The MCG is just across the road, which is very convenient if you're a sports fan!,Lastly, there is a rooftop deck that is rarely ever used by the other occupants in the building.,If this sounds like something you’re interested in, please get in touch.",One Bedroom Apartment in East Melbourne,Apartment & Unit,"Chad Floyd,Gummie since, ,2010","46, , views"
